"Exp2-Old-Bst2-neg_1" "Exp2-Old-Bst2-neg_2" "Exp2-Old-Bst2-neg_3" "Exp2-Old-Bst2-neg_4" "Exp2-Old-Bst2-pos_1" "Exp2-Old-Bst2-pos_2" "Exp2-Old-Bst2-pos_3" "Exp2-Old-Bst2-pos_4"
"Ube2l3" 3084 1555 2853 2414 2370 1352 3675 2358
"Ube2l6" 683 516 525 507 672 235 649 1150
"Ube2m" 2839 1571 2326 2784 1740 840 2747 2306
"Ube2n" 6014 3108 5042 4305 4415 2030 5176 5120
"Ube2o" 146 95 98 73 33 52 158 105
"Ube2q1" 600 314 503 377 337 234 285 423
"Ube2q2" 273 425 671 559 680 318 651 523
"Ube2ql1" 567 716 1480 821 163 130 514 705
"Ube2r2" 2429 1242 2519 2347 1152 862 1903 1730
"Ube2s" 2853 1280 2077 2644 1850 954 2711 2118
"Ube2t" 2060 922 1962 2996 1649 1139 2453 2401
"Ube2u" 0 0 0 0 10 0 0 14
"Ube2v1" 1030 373 943 785 1056 288 914 1008
"Ube2v2" 396 205 684 628 479 286 421 468
"Ube2w" 1697 1053 1534 1064 1763 520 1744 2045
"Ube2z" 303 199 104 55 261 186 166 192
"Ube3a" 1263 1592 1868 1218 932 786 1442 558
"Ube3b" 248 122 33 131 48 119 330 9
"Ube3c" 715 378 366 668 300 426 348 353
"Ube4a" 301 305 220 239 233 61 409 549
"Ube4b" 157 374 370 270 168 231 263 332
"Ube4bos3" 0 0 0 0 0 1 0 0
"Ubfd1" 234 537 601 430 616 277 579 854
"Ubiad1" 144 42 0 0 157 107 237 39
"Ubl3" 535 613 584 370 514 397 660 808
"Ubl4a" 1788 207 1571 937 1429 291 1256 778
"Ubl4b" 0 0 0 0 0 0 0 0
"Ubl5" 2817 1986 2754 3188 2439 1265 3482 3120
"Ubl7" 1344 394 1293 1252 993 394 1074 651
"Ublcp1" 487 278 696 278 398 145 656 398
"Ubn1" 492 766 575 396 683 277 765 468
"Ubn2" 851 597 656 810 859 600 948 1262
"Ubox5" 200 25 21 277 7 99 38 14
"Ubp1" 426 335 581 429 562 319 295 574
"Ubqln1" 1188 697 1943 1116 713 831 1197 988
"Ubqln2" 771 1633 986 880 538 1239 812 685
"Ubqln3" 0 0 0 0 0 0 0 0
"Ubqln4" 292 269 488 386 151 86 258 441
"Ubqlnl" 0 0 1 0 0 1 0 0
"Ubr1" 402 412 512 710 420 128 358 582
"Ubr2" 121 347 137 172 68 344 224 236
"Ubr3" 144 121 662 252 207 146 92 138
"Ubr4" 239 224 261 226 72 146 71 180
"Ubr5" 677 658 784 704 562 387 722 576
"Ubr7" 557 491 1114 735 312 585 697 612
"Ubtd1" 0 4 0 21 0 46 0 38
"Ubtd2" 661 351 237 724 429 182 263 343
"Ubtf" 546 553 841 1368 662 367 632 779
"Ubtfl1" 1 0 0 0 0 0 0 0
"Ubxn1" 3028 1920 2750 3250 2559 1724 3045 3581
"Ubxn10" 90 0 0 0 0 0 24 0
"Ubxn11" 73 1 5 84 74 4 1 1
"Ubxn2a" 201 108 224 188 313 126 516 221
"Ubxn2b" 1185 711 1158 661 791 459 902 1211
"Ubxn4" 1831 811 1056 1082 756 834 1082 1068
"Ubxn6" 401 174 712 848 466 186 567 569
"Ubxn7" 353 369 356 340 209 147 440 125
"Ubxn8" 382 87 137 122 205 39 218 248
"Uchl1" 1226 465 1383 1195 567 268 1034 836
"Uchl1os" 1 0 0 0 0 0 0 0
"Uchl3" 4516 2916 3147 4339 3433 1851 4217 4547
"Uchl4" 72 42 48 58 47 22 58 49
"Uchl5" 3276 1676 2966 3067 2204 1665 2656 4036
"Uck1" 706 161 623 1046 766 65 1024 385
"Uck2" 706 499 901 839 570 323 511 911
"Uckl1" 304 153 284 306 401 207 294 442
"Uckl1os" 8 13 0 0 0 1 24 0
"Ucma" 0 0 0 0 0 0 0 0
"Ucn" 1 0 0 0 0 0 0 0
"Ucn2" 0 0 0 0 0 0 0 0
"Ucn3" 0 0 0 0 0 0 0 0
"Ucp1" 0 0 0 0 0 1 0 0
"Ucp2" 109 170 185 97 9 31 58 154
"Ucp3" 0 1 0 0 0 1 0 0
"Uevld" 240 85 121 185 94 133 181 167
"Ufc1" 1498 1260 1280 1866 1421 742 1899 1813
"Ufd1l" 2388 1608 2466 1892 2137 716 2170 1912
"Ufl1" 762 560 528 473 638 228 542 342
"Ufm1" 1335 779 1019 1374 1138 619 1308 1207
"Ufsp1" 50 93 41 44 50 0 75 0
"Ufsp2" 1181 925 1259 1353 1377 776 1110 1580
"Ugcg" 132 294 412 405 185 160 252 244
"Ugdh" 1040 404 374 531 457 366 1010 1206
"Uggt1" 403 388 487 242 259 248 123 349
"Uggt2" 407 133 244 261 155 104 418 325
"Ugp2" 1404 705 1537 921 1925 869 2109 1516
"Ugt1a1" 0 0 2 2 0 0 1 0
"Ugt1a10" 0 0 0 0 0 0 0 0
"Ugt1a2" 0 1 0 0 0 0 0 0
"Ugt1a5" 0 0 0 0 0 0 0 0
"Ugt1a6a" 0 0 0 0 43 30 0 0
"Ugt1a6b" 0 0 0 0 0 0 0 0
"Ugt1a7c" 0 0 0 0 0 0 0 0
"Ugt1a9" 0 0 0 0 0 0 0 0
"Ugt2a1" 0 0 0 0 0 0 0 0
"Ugt2a2" 0 0 0 0 0 0 0 0
"Ugt2a3" 0 0 0 1 0 0 0 1
"Ugt2b1" 0 0 0 0 1 2 0 0
"Ugt2b34" 0 0 0 0 0 0 0 2
"Ugt2b35" 0 0 0 0 0 1 0 0
"Ugt2b36" 0 0 0 0 0 0 0 1
"Ugt2b37" 0 0 0 0 0 0 0 0
"Ugt2b38" 0 0 0 0 0 0 0 0
"Ugt2b5" 0 0 0 0 0 0 0 0
"Ugt3a1" 0 0 1 1 0 0 0 0
"Ugt3a2" 3 1 0 0 0 0 0 0
"Ugt8a" 54 1 31 0 61 28 0 0
"Uhmk1" 76 3 15 69 53 7 48 73
"Uhrf1" 1461 1821 843 1233 1003 938 733 706
"Uhrf1bp1" 29 152 27 124 88 166 152 30
"Uhrf1bp1l" 334 171 218 196 313 214 365 337
"Uhrf2" 1458 721 1010 994 936 688 1324 1322
"Uimc1" 1004 387 1295 693 412 207 911 1207
"Ulbp1" 1 0 0 0 1 0 0 0
"Ulk1" 138 185 70 45 60 48 17 158
"Ulk2" 189 73 270 321 297 156 5 236
"Ulk3" 6 12 0 3 1 6 5 2
"Ulk4" 29 116 9 233 7 42 5 14
"Umad1" 365 158 665 775 410 297 482 360
"Umod" 0 1 0 1 0 2 0 0
"Umodl1" 1 0 0 0 1 0 3 0
"Umps" 2117 1063 1960 2195 1148 756 1717 1985
"Unc119" 347 400 393 359 101 181 478 377
"Unc119b" 288 475 476 73 155 86 330 95
"Unc13a" 157 391 107 174 112 196 210 196
"Unc13b" 0 0 0 50 2 67 61 12
"Unc13c" 1 0 0 9 1 7 117 0
"Unc13d" 1 0 0 0 0 0 1 0
"Unc45a" 244 143 5 212 95 42 134 70
"Unc45b" 1 11 0 1 0 0 0 187
"Unc50" 2127 1583 1660 1389 1694 1113 2642 2479
"Unc5a" 0 2 70 56 20 19 101 0
"Unc5b" 2 0 0 0 0 9 6 0
"Unc5c" 2 0 1 0 1 79 0 0
"Unc5cl" 0 0 0 0 0 1 0 1
"Unc5d" 1 1 3 1 0 2 0 1
"Unc79" 157 61 48 210 34 42 18 16
"Unc80" 15 1 38 22 37 69 181 1
"Unc93a" 0 0 0 0 0 2 0 0
"Unc93b1" 0 0 0 86 99 1 97 0
"Uncx" 0 0 0 0 0 0 0 0
"Ung" 159 115 131 76 103 49 97 107
"Unk" 166 127 19 117 89 60 162 14
"Unkl" 12 39 20 24 1 0 14 73
"Uox" 0 1 0 0 0 0 0 0
"Upb1" 0 0 1 0 0 0 0 0
"Upf1" 193 92 47 182 61 65 209 82
"Upf2" 370 525 446 320 235 343 592 435
"Upf3a" 982 432 787 631 447 325 788 787
"Upf3b" 2324 1815 1793 1854 1600 984 1661 1882
"Upk1a" 0 0 1 1 30 0 0 0
"Upk1b" 0 0 0 0 0 0 2 0
"Upk2" 0 0 0 0 0 0 0 0
"Upk3a" 0 0 0 0 1 0 0 0
"Upk3b" 0 0 0 0 0 0 0 0
"Upk3bl" 0 0 0 0 0 1 0 0
"Upp1" 152 309 173 1 353 105 884 150
"Upp2" 11 12 1 0 10 5 30 6
"Uprt" 0 55 1 0 39 0 38 0
"Uqcc1" 915 366 690 264 503 394 816 1125
"Uqcc2" 2726 2459 2293 2747 2676 1889 3090 3560
"Uqcc3" 862 758 670 909 1001 480 874 1018
"Uqcr10" 5176 3445 3992 5096 4564 2820 5885 5806
"Uqcr11" 5703 4329 4730 5453 5938 3378 6626 6045
"Uqcrb" 6596 4261 5367 5592 5462 3408 6212 6271
"Uqcrc1" 6418 2608 6067 5235 4371 2642 6752 5075
"Uqcrc2" 3817 1692 3211 3639 2975 1748 4406 4550
"Uqcrfs1" 4882 2732 4306 3630 4164 1554 3926 4420
"Uqcrh" 5134 3281 5068 4563 4470 2450 5582 5455
"Uqcrq" 5742 3823 4320 5827 4247 2649 5036 5962
"Urad" 0 0 0 0 0 0 0 0
"Urah" 25 30 9 0 40 25 6 27
"Urb1" 165 29 4 320 56 44 30 80
"Urb2" 1 31 52 93 24 60 91 48
"Urgcp" 73 231 121 137 182 97 81 154
"Uri1" 275 704 454 359 417 290 287 459
"Urm1" 355 197 179 304 246 106 330 251
"Uroc1" 0 0 2 0 0 2 0 0
"Urod" 1212 477 850 1269 844 318 1113 843
"Uros" 871 647 532 278 648 311 770 662
"Usb1" 286 220 324 524 455 171 612 551
"Use1" 905 581 882 1193 880 341 1057 1275
"Usf1" 480 238 353 505 220 134 282 236
"Usf2" 28 101 26 253 160 138 98 162
"Ush1c" 1 3 0 0 0 0 0 0
"Ush1g" 0 6 2 0 0 0 0 0
"Ush2a" 0 2 1 2 0 2 1 3
"Ushbp1" 0 0 0 0 1 1 0 0
"Usmg5" 5827 3805 4310 4863 4960 2334 5349 5392
"Uso1" 406 448 292 417 246 484 343 163
"Usp1" 1971 1351 2031 1797 1073 817 2005 1348
"Usp10" 561 434 162 547 268 221 500 413
"Usp11" 310 244 665 644 344 379 337 307
"Usp12" 54 15 126 55 40 35 77 39
"Usp13" 47 41 78 23 0 10 20 0
"Usp14" 4373 2233 4878 3335 2631 1449 4914 3310
"Usp15" 1197 754 800 552 736 448 851 847
"Usp16" 852 727 1404 877 742 701 1428 1315
"Usp17la" 2 0 2 0 0 0 0 0
"Usp17lb" 0 0 0 1 0 0 0 0
"Usp17lc" 0 0 0 0 0 0 0 0
"Usp17ld" 0 0 0 0 0 0 0 0
"Usp17le" 0 1 0 0 0 0 0 0
"Usp18" 1303 16 59 168 1303 238 247 920
"Usp19" 129 180 567 345 162 160 362 129
"Usp2" 217 70 144 16 178 187 771 184
"Usp20" 122 47 129 5 7 10 218 44
"Usp21" 792 530 976 668 437 396 1259 504
"Usp22" 1781 1223 1474 1688 969 805 981 822
"Usp24" 229 379 649 289 230 347 271 343
"Usp25" 107 292 385 351 218 183 451 316
"Usp26" 1 0 0 0 0 0 0 2
"Usp27x" 2 0 0 32 0 2 1 0
"Usp28" 581 291 220 486 98 154 186 420
"Usp29" 146 17 29 33 44 12 38 11
"Usp3" 1376 802 939 1766 647 415 1006 1795
"Usp30" 4 11 29 170 41 91 105 448
"Usp31" 237 283 37 11 8 154 79 58
"Usp32" 68 140 284 90 43 107 304 126
"Usp33" 587 1044 394 670 335 301 263 656
"Usp34" 660 373 730 607 492 354 151 124
"Usp35" 8 2 2 0 65 49 5 0
"Usp36" 75 150 125 31 60 145 36 30
"Usp37" 685 652 963 825 423 539 736 223
"Usp38" 309 35 38 155 211 123 81 14
"Usp39" 1391 888 1899 1449 1095 933 1118 681
"Usp4" 485 272 746 468 219 337 647 520
"Usp40" 217 222 260 226 190 132 174 618
"Usp42" 435 392 593 491 151 439 410 445
"Usp43" 3 0 0 83 1 1 1 1
"Usp44" 126 0 31 0 76 8 1 0
"Usp45" 260 226 92 62 134 116 62 121
"Usp46" 97 215 557 35 207 118 232 34
"Usp47" 425 642 566 350 388 308 234 1150
"Usp48" 683 450 814 885 393 323 372 258
"Usp49" 29 71 20 5 17 15 4 8
"Usp5" 390 385 722 229 185 506 689 296
"Usp50" 0 0 0 0 0 0 0 1
"Usp51" 217 217 379 107 309 109 297 124
"Usp53" 138 51 67 2 213 31 127 211
"Usp54" 67 93 105 253 128 91 47 240
"Usp6nl" 28 118 49 29 1 0 55 276
"Usp7" 396 840 578 1045 270 646 377 300
"Usp8" 263 391 468 449 219 207 860 567
"Usp9x" 651 365 461 363 410 287 541 146
"Usp9y" 0 0 0 0 0 0 0 0
"Uspl1" 793 658 346 275 256 286 486 429
"Ust" 86 1 1 0 0 0 123 0
"Utf1" 0 0 0 1 0 0 0 0
"Utp11l" 1245 788 1225 1176 838 689 1706 1603
"Utp14a" 298 304 307 246 351 306 522 692
"Utp14b" 90 34 53 146 39 20 264 89
"Utp15" 157 140 656 116 102 76 667 381
"Utp18" 1031 519 1271 1162 718 353 977 1234
"Utp20" 34 65 67 130 68 118 223 301
"Utp23" 461 373 532 670 290 424 712 437
"Utp3" 1019 742 1724 1128 883 614 1576 828
"Utp6" 461 240 811 867 414 170 381 474
"Utrn" 155 137 169 150 81 48 337 117
"Uts2" 0 0 0 0 0 8 0 0
"Uts2b" 1 0 0 0 0 0 2 0
"Uts2r" 0 0 0 0 0 0 0 0
"Uty" 354 280 210 147 428 145 282 125
"Uvrag" 171 66 240 54 56 56 79 14
"Uvssa" 96 73 200 23 171 146 55 152
"Uxs1" 122 97 121 90 123 75 143 49
"Uxt" 678 439 519 661 471 374 619 707
"V1ra8" 0 0 0 0 0 2 0 0
"V1rd18" 0 0 0 0 0 0 0 0
"V1rd19" 0 0 0 0 0 0 0 0
"Vac14" 244 294 499 129 385 88 421 175
"Vamp1" 0 17 34 0 7 34 0 0
"Vamp2" 445 490 370 430 234 204 99 283
"Vamp3" 1534 1129 1518 1731 2115 614 1555 1408
"Vamp4" 806 529 646 838 782 257 1087 1064
"Vamp5" 0 0 1 1 0 0 0 35
"Vamp7" 2182 843 1743 1402 2129 901 2467 1833
"Vamp8" 0 0 42 0 26 0 33 36
"Vangl1" 1 5 23 0 97 9 1 15
"Vangl2" 42 16 49 23 160 17 99 22
"Vapa" 5847 2985 5520 4499 3886 1622 4594 5021
"Vapb" 284 80 86 81 204 108 176 83
"Vars" 665 435 594 401 290 362 391 679
"Vars2" 8 18 0 0 101 65 28 24
"Vash1" 532 418 210 124 381 38 206 85
"Vash2" 125 18 113 109 5 80 0 0
"Vasn" 0 0 0 0 2 0 57 1
"Vasp" 25 44 50 2 28 2 69 105
"Vat1" 0 0 3 0 12 15 6 0
"Vat1l" 0 10 1 1 1 0 1 0
"Vaultrc5" 23 14 0 5 7 5 3 15
"Vav1" 0 1 1 0 1 1 0 0
"Vav2" 12 122 0 0 1 0 7 1
"Vav3" 9 2 0 0 1 5 142 28
"Vax1" 21 6 34 45 8 6 0 24
"Vax2" 0 0 0 0 0 0 0 1
"Vax2os" 0 0 0 0 0 0 0 0
"Vbp1" 9753 5192 12264 9021 9577 4637 11815 10175
"Vcam1" 213 417 304 161 280 225 381 628
"Vcan" 164 229 185 202 170 176 100 95
"Vcl" 16 1 26 53 4 0 227 7
"Vcp" 3114 2310 3941 3951 1858 1327 3369 2127
"Vcpip1" 185 343 616 108 427 173 282 403
"Vcpkmt" 28 39 21 30 65 34 65 49
"Vdac1" 1593 1076 1675 2101 1347 915 2547 2860
"Vdac2" 5955 3313 5819 5704 4578 2090 6034 5763
"Vdac3" 10119 5452 8177 7864 7555 4037 10374 9508
"Vdr" 0 0 0 0 0 0 0 0
"Vegfa" 193 359 100 246 151 336 192 650
"Vegfb" 952 630 929 1111 1304 639 1735 1140
"Vegfc" 0 0 38 0 0 0 69 8
"Veph1" 0 0 0 0 32 5 57 48
"Vezf1" 1410 736 1450 868 788 662 1327 984
"Vezt" 210 309 288 778 332 62 332 220
"Vgf" 7 0 0 37 26 0 13 60
"Vgll1" 0 0 0 0 0 0 0 0
"Vgll2" 0 0 0 0 0 0 0 0
"Vgll3" 1 0 0 62 1 0 0 0
"Vgll4" 332 156 590 329 293 71 398 486
"Vhl" 302 68 593 288 308 208 234 390
"Vil1" 1 22 2 0 0 0 0 0
"Vill" 0 0 0 1 0 0 0 2
"Vim" 1005 884 1830 1628 1279 778 2330 1722
"Vimp" 1205 961 1429 2070 1851 666 2322 1439
"Vip" 0 0 0 1 0 0 0 0
"Vipas39" 944 429 1134 882 621 132 712 406
"Vipr1" 1 0 0 0 0 0 0 0
"Vipr2" 0 1 0 0 2 0 0 0
"Vit" 0 1 0 0 40 0 0 0
"Vkorc1" 1027 852 916 1143 1729 636 1435 1595
"Vkorc1l1" 132 432 270 124 93 196 276 249
"Vldlr" 29 2 1 0 2 4 0 105
"Vma21" 1499 776 1759 1212 884 709 1629 815
"Vmac" 166 52 173 130 87 15 62 0
"Vmn1r-ps103" 1 0 0 0 0 0 0 0
"Vmn1r-ps79" 0 0 0 0 0 0 0 0
"Vmn1r1" 0 0 0 0 0 0 0 0
"Vmn1r10" 0 0 0 0 0 0 0 0
"Vmn1r100" 0 0 0 0 0 0 0 0
"Vmn1r101" 0 0 0 0 0 0 0 0
"Vmn1r103" 0 0 0 0 0 0 0 0
"Vmn1r104" 0 0 0 0 0 0 0 0
"Vmn1r107" 0 0 0 0 0 0 0 0
"Vmn1r11" 1 0 0 0 0 0 0 0
"Vmn1r111" 0 0 0 0 0 0 0 0
"Vmn1r112" 0 0 0 0 0 0 0 0
"Vmn1r113" 0 0 0 0 0 0 0 0
"Vmn1r114" 0 0 0 0 0 0 0 0
"Vmn1r115" 0 0 0 0 0 0 0 0
"Vmn1r116" 0 0 0 0 0 0 0 0
"Vmn1r117" 0 0 0 0 0 0 0 0
"Vmn1r118" 0 0 0 0 0 0 0 0
"Vmn1r119" 0 0 0 0 0 0 0 0
"Vmn1r12" 0 0 0 0 0 0 0 0
"Vmn1r120" 0 0 0 0 0 0 0 0
"Vmn1r121" 0 0 0 0 0 0 0 0
"Vmn1r122" 0 0 0 0 0 0 0 0
"Vmn1r123" 0 0 0 0 0 0 0 0
"Vmn1r124" 0 0 0 0 0 0 0 0
"Vmn1r125" 0 0 0 0 0 0 0 0
"Vmn1r126" 0 0 0 0 0 0 0 0
"Vmn1r127" 0 0 0 0 0 0 0 0
"Vmn1r128" 0 0 0 0 0 0 0 0
"Vmn1r129" 0 0 0 0 0 0 0 0
"Vmn1r13" 0 0 1 0 0 0 0 1
"Vmn1r130" 0 0 0 0 0 0 0 0
"Vmn1r131" 0 0 0 0 0 0 0 0
"Vmn1r132" 0 0 0 0 0 0 0 0
"Vmn1r135" 0 0 0 0 0 0 0 0
"Vmn1r137" 0 0 0 0 0 0 0 0
"Vmn1r138" 0 0 0 0 0 0 0 0
"Vmn1r139" 0 0 0 0 0 0 0 0
"Vmn1r14" 0 0 0 0 0 0 0 2
"Vmn1r142" 0 0 0 0 0 0 0 0
"Vmn1r143" 0 0 0 0 0 0 0 0
"Vmn1r148" 0 0 0 0 0 0 0 0
"Vmn1r149" 0 0 0 0 0 0 0 0
"Vmn1r15" 0 0 0 0 0 0 0 0
"Vmn1r151" 0 0 0 0 0 0 0 0
"Vmn1r152" 0 0 0 0 0 0 0 0
"Vmn1r155" 0 0 0 0 0 0 0 0
"Vmn1r157" 0 0 0 0 0 0 0 0
"Vmn1r158" 0 0 0 0 1 0 0 0
"Vmn1r159" 0 0 0 0 0 0 0 0
"Vmn1r16" 0 0 0 0 0 0 0 0
"Vmn1r160" 0 0 0 0 0 0 0 0
"Vmn1r163" 0 0 0 0 0 0 0 0
"Vmn1r165" 0 0 0 0 0 0 0 0
"Vmn1r166" 0 0 0 0 0 0 0 0
"Vmn1r167" 0 0 0 0 0 0 0 0
"Vmn1r168" 0 0 0 0 0 0 0 0
"Vmn1r169" 0 0 0 0 0 0 0 0
"Vmn1r17" 0 0 0 0 0 0 0 0
"Vmn1r170" 0 0 0 0 0 0 0 1
"Vmn1r171" 0 0 0 0 0 0 1 0
"Vmn1r172" 0 0 0 0 0 0 0 0
"Vmn1r173" 0 1 0 0 0 0 0 0
"Vmn1r174" 0 0 0 0 0 0 0 0
"Vmn1r175" 0 0 0 0 0 0 0 0
"Vmn1r176" 0 0 0 0 0 0 0 0
"Vmn1r177" 0 0 0 0 0 0 0 0
"Vmn1r178" 0 0 0 0 0 0 0 0
"Vmn1r179" 0 0 0 0 0 0 0 0
"Vmn1r18" 0 0 0 0 0 0 0 0
"Vmn1r180" 0 0 0 0 0 0 0 0
"Vmn1r181" 0 0 0 0 1 0 0 0
"Vmn1r183" 0 0 0 0 0 0 0 0
"Vmn1r184" 0 0 0 0 0 0 0 0
"Vmn1r185" 0 0 0 0 0 0 0 0
"Vmn1r186" 0 0 0 0 0 0 0 0
"Vmn1r187" 0 0 0 0 0 0 0 0
"Vmn1r188" 0 0 0 0 0 0 0 0
"Vmn1r189" 0 0 0 0 0 0 0 0
"Vmn1r19" 1 0 0 0 0 0 0 0
"Vmn1r191" 0 0 0 0 0 0 0 0
"Vmn1r192" 0 0 0 0 0 0 0 0
"Vmn1r193" 0 0 0 1 0 0 0 0
"Vmn1r194" 0 0 0 0 0 0 0 0
"Vmn1r195" 0 0 0 0 0 0 0 0
"Vmn1r196" 0 0 0 1 0 0 0 0
"Vmn1r197" 0 0 0 0 0 0 0 0
"Vmn1r198" 0 0 0 0 0 0 0 0
"Vmn1r199" 0 0 0 0 0 0 0 0
"Vmn1r2" 0 0 0 0 0 0 0 1
"Vmn1r20" 0 0 0 0 0 0 0 0
"Vmn1r200" 0 0 0 0 0 0 0 0
"Vmn1r201" 0 0 0 0 0 0 0 0
"Vmn1r202" 0 1 0 0 0 0 0 0
"Vmn1r203" 0 0 0 0 0 0 0 0
"Vmn1r204" 0 0 0 0 0 0 0 0
"Vmn1r205" 0 0 0 0 0 0 0 0
"Vmn1r206" 0 0 0 1 0 0 0 0
"Vmn1r207-ps" 0 0 1 0 1 0 0 0
"Vmn1r208" 0 0 0 0 0 0 0 0
"Vmn1r209" 0 0 0 0 0 0 0 0
"Vmn1r21" 0 0 0 0 0 0 0 0
"Vmn1r210" 0 0 0 0 0 0 0 0
"Vmn1r211" 0 0 0 0 0 0 0 0
"Vmn1r212" 0 0 0 0 0 0 0 0
"Vmn1r213" 0 0 0 0 0 0 0 0
"Vmn1r214" 0 0 0 0 0 0 0 0
"Vmn1r215" 0 0 0 0 0 0 0 0
"Vmn1r216" 0 0 0 0 0 0 0 0
"Vmn1r217" 0 0 0 0 0 0 0 0
"Vmn1r218" 0 0 0 0 0 0 0 0
"Vmn1r219" 0 0 0 0 0 0 0 0
"Vmn1r22" 0 0 0 0 0 0 0 0
"Vmn1r220" 0 0 0 0 0 0 0 0
"Vmn1r221" 0 0 0 1 0 0 0 0
"Vmn1r222" 0 0 0 0 0 0 1 1
"Vmn1r223" 0 0 0 0 0 0 0 0
"Vmn1r224" 0 0 0 1 0 0 0 0
"Vmn1r225" 0 0 0 0 0 0 0 0
"Vmn1r226" 0 0 0 0 0 0 0 0
"Vmn1r227" 0 0 0 0 0 0 0 0
"Vmn1r228" 0 0 0 0 0 0 0 0
"Vmn1r229" 0 1 0 0 0 0 0 0
"Vmn1r23" 0 0 0 0 0 0 0 0
"Vmn1r230" 0 0 0 0 1 0 0 0
"Vmn1r231" 0 0 0 0 0 0 0 0
"Vmn1r232" 0 0 0 0 0 0 0 0
"Vmn1r233" 0 0 0 0 0 0 0 0
"Vmn1r234" 0 0 0 0 0 0 0 0
"Vmn1r235" 0 2 0 0 0 0 0 0
"Vmn1r236" 0 0 0 0 0 0 0 0
"Vmn1r237" 0 0 0 0 0 0 0 0
"Vmn1r238" 0 0 0 0 0 0 0 0
"Vmn1r24" 0 0 0 0 0 0 0 1
"Vmn1r25" 0 0 0 0 0 0 0 0
"Vmn1r26" 0 0 0 0 0 0 0 0
"Vmn1r27" 0 0 0 0 0 0 0 0
"Vmn1r28" 0 0 0 0 0 0 0 0
"Vmn1r29" 0 0 0 0 0 0 0 0
"Vmn1r3" 0 0 0 0 0 0 0 0
"Vmn1r30" 0 0 0 0 0 0 0 0
"Vmn1r31" 0 0 0 0 0 0 0 0
"Vmn1r32" 0 15 0 2 0 2 14 0
"Vmn1r33" 0 0 0 0 0 0 0 0
"Vmn1r34" 0 0 0 0 0 1 0 0
"Vmn1r35" 0 0 0 0 0 0 0 0
"Vmn1r36" 0 0 0 0 0 0 0 0
"Vmn1r37" 0 0 0 0 0 0 0 0
"Vmn1r38" 0 0 0 0 0 0 0 0
"Vmn1r39" 0 0 0 0 0 0 0 0
"Vmn1r4" 0 0 0 0 0 0 0 0
"Vmn1r40" 0 1 0 0 0 0 0 0
"Vmn1r41" 0 0 0 0 0 0 0 0
"Vmn1r42" 0 1 0 0 0 0 0 0
"Vmn1r43" 1 0 0 0 0 0 0 0
"Vmn1r44" 0 0 0 0 0 0 0 0
"Vmn1r45" 0 0 0 0 0 0 1 3
"Vmn1r46" 0 0 0 1 0 0 1 0
"Vmn1r47" 0 0 0 0 0 0 0 0
"Vmn1r48" 0 0 0 0 1 0 0 0
"Vmn1r49" 0 0 0 0 0 0 0 0
"Vmn1r5" 0 0 0 0 0 0 0 0
"Vmn1r50" 0 0 0 0 0 0 0 0
"Vmn1r51" 0 0 0 0 0 0 0 0
"Vmn1r52" 0 0 0 0 0 0 0 0
"Vmn1r53" 0 0 0 0 0 0 0 0
"Vmn1r54" 0 0 0 0 0 0 0 0
"Vmn1r55" 1 0 0 1 0 0 0 0
"Vmn1r56" 2 0 0 0 0 0 0 0
"Vmn1r57" 0 0 0 0 0 0 0 0
"Vmn1r58" 0 1 1 0 0 0 0 0
"Vmn1r59" 0 0 0 0 0 0 0 0
"Vmn1r6" 1 0 0 0 0 0 0 0
"Vmn1r60" 0 0 0 0 0 0 0 1
"Vmn1r61" 0 0 0 0 0 1 0 0
"Vmn1r62" 0 0 0 0 0 0 0 0
"Vmn1r63" 0 0 0 0 0 0 0 0
"Vmn1r64" 0 0 0 0 0 0 0 0
"Vmn1r65" 0 0 1 0 0 0 0 0
"Vmn1r66" 0 0 0 0 0 0 1 0
"Vmn1r67" 0 0 1 0 0 0 0 0
"Vmn1r68" 0 0 0 0 0 0 0 0
"Vmn1r69" 0 0 0 0 0 0 0 0
"Vmn1r7" 0 0 0 0 0 0 0 0
"Vmn1r70" 0 0 0 0 0 0 0 1
"Vmn1r71" 0 1 0 0 0 0 0 0
"Vmn1r72" 0 0 0 0 1 0 0 0
"Vmn1r73" 0 0 0 0 0 0 0 0
"Vmn1r74" 0 1 0 0 0 0 0 0
"Vmn1r75" 0 0 0 0 0 0 0 0
"Vmn1r76" 0 0 0 0 0 0 0 0
"Vmn1r77" 0 0 1 0 0 0 0 0
"Vmn1r78" 0 0 2 0 0 0 0 0
"Vmn1r79" 0 0 0 0 0 0 0 0
"Vmn1r8" 0 0 0 0 0 0 0 0
"Vmn1r80" 1 0 0 0 0 0 0 0
"Vmn1r81" 0 0 0 0 0 0 0 0
"Vmn1r82" 0 0 0 0 0 0 0 0
"Vmn1r83" 0 0 0 0 0 0 0 0
"Vmn1r84" 0 0 1 0 0 0 0 0
"Vmn1r85" 0 0 0 0 0 1 0 0
"Vmn1r86" 0 0 0 0 0 0 0 0
"Vmn1r87" 0 0 0 0 0 1 0 0
"Vmn1r88" 0 0 0 0 0 0 0 0
"Vmn1r89" 2 0 0 0 0 0 0 0
"Vmn1r9" 0 1 0 0 0 0 0 0
"Vmn1r90" 0 0 0 0 0 0 0 0
"Vmn1r91" 0 0 0 0 0 0 0 0
